GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA33123,Stronger Communities for Children - Galiwinku,Department of the Prime Minister and Cabinet,24-Oct-18,4-Feb-19,Indigenous Education,1-Jan-2019 to 31-Dec-2022,"4,222,395.62",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,Stronger Communities for Children - Galiwinku,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-AFXXEZB,No,No,Yalu Marnggithinyaraw Indigenous Corporation,41 243 312 205,ELCHO ISLAND,ELCHO ISLAND,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA33123-V2 - Extension to the grant term and increase of value. (4-Mar-2021 )', 'GA33123-V1 - Increase of the grant value. (17-Jun-2019 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-20,"2,094,048.43",1-Jan-19,31-Dec-22,"4,222,395.62",,,,,,,,,,,,,,,,,,,,,
GA33526,RSAS - Kalkarindji and Yarralin,Department of the Prime Minister and Cabinet,5-Dec-18,11-Feb-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"1,070,309.40",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Kalkarindji and Yarralin,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A9WW3UF,No,No,Victoria Daly Regional Council,66 931 675 319,KATHERINE,KATHERINE,851,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA33526-V6 - Decrease of the grant value. (4-Nov-2021 )', 'GA33526-V5 - Increase of the grant value. (27-Oct-2021 )', 'GA33526-V4 - Decrease of the grant value. (18-Jan-2021 )', 'GA33526-V3 - Decrease of the grant value. (4-Feb-2020 )', 'GA33526-V2 - Increase of the grant value. (25-Jun-2019 )', 'GA33526-V1 - Decrease of the grant value. (18-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"1,208,516.92",1-Jan-19,31-Dec-21,"1,251,759.04",1-Jan-19,31-Dec-21,"1,184,576.42",1-Jan-19,31-Dec-21,"1,070,309.40",1-Jan-19,31-Dec-21,"1,070,309.41",1-Jan-19,31-Dec-21,"1,070,309.40",,,,,,,,,
GA34532,Indigenous Rheumatic Fever,Department of Health,21-Nov-18,26-Feb-19,Indigenous Health,11-Feb-2019 to 30-Jun-2022,"1,265,000.00",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Rheumatic Fever,Indigenous Rheumatic Fever,Rheumatic Fever Co-ordination Unit,4-AE84OY3,No,No,Mala'la Health Service Aboriginal Corporation,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA34532-V3 - Increase in funding (24-Jun-2021 )', 'GA34532-V2 - Change to End Date (20-Apr-2021 )', 'GA34532-V1 - Increase in funding (13-May-2019 )']",Demand Driven,,,,,,,11-Feb-19,30-Jun-21,"990,000.00",11-Feb-19,30-Jun-22,"990,000.00",11-Feb-19,30-Jun-22,"1,265,000.00",,,,,,,,,,,,,,,,,,
GA34533,Indigenous Rheumatic Fever,Department of Health,21-Nov-18,26-Feb-19,Indigenous Health,11-Feb-2019 to 30-Jun-2022,"990,000.00",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Indigenous Rheumatic Fever,Indigenous Rheumatic Fever,Rheumatic Fever Co-ordination Unit,4-ADYYFS9,No,No,Miwatj Health Aboriginal Corporation,96 843 428 729,NHULUNBUY,NHULUNBUY,881,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA34533-V2 - Change to End Date (13-Apr-2021 )', 'GA34533-V1 - Increase in funding (13-May-2019 )']",Demand Driven,,,,,,,11-Feb-19,30-Jun-21,"990,000.00",11-Feb-19,30-Jun-22,"990,000.00",,,,,,,,,,,,,,,,,,,,,
GA35932,More Support Regional Rural & Remote,Department of Health,11-Dec-18,18-Mar-19,Aged Care,4-Mar-2019 to 31-Mar-2021,"435,000.00",No,No,DoH 18/19 Health Output 6.3 2018-19 Aged Care Quality,More Support Regional Rural & Remote,More Support Regional Rural & Remote,More Support Regional Rural & Remote,4-AI75LTZ,No,No,Roper Gulf Regional Council,94 746 956 090,KATHERINE EAST,KATHERINE EAST,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA35932-V2 - Decrease in funding (18-Jun-2021 )', 'GA35932-V1 - Change to End Date (26-Aug-2020 )']",Open Competitive,,,,,,,4-Mar-19,31-Mar-21,"500,000.00",4-Mar-19,31-Mar-21,"435,000.00",,,,,,,,,,,,,,,,,,,,,
GA35971,Remote School Attendance - Maningrida,Department of the Prime Minister and Cabinet,5-Dec-18,18-Mar-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"2,690,153.48",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,Remote School Attendance - Maningrida,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-AK9FLFB,No,No,Bawinanga Aboriginal Corporation,58 572 395 053,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA35971-V5 - Increase of the grant value. (4-Nov-2021 )', 'GA35971-V4 - Decrease of the grant value. (27-Oct-2021 )', 'GA35971-V3 - Decrease of the grant value. (18-May-2021 )', 'GA35971-V2 - Decrease of the grant value. (12-Nov-2020 )', 'GA35971-V1 - Decrease of the grant value. (29-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"3,361,611.08",1-Jan-19,31-Dec-21,"2,930,759.78",1-Jan-19,31-Dec-21,"2,690,153.48",1-Jan-19,31-Dec-21,"2,690,153.47",1-Jan-19,31-Dec-21,"2,690,153.48",,,,,,,,,,,,
GA37552,RSAS - Santa Teresa,Department of the Prime Minister and Cabinet,5-Dec-18,26-Mar-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"728,184.60",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Santa Teresa,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A8VEIEX,No,No,CatholicCare NT,49 861 718 108,BERRIMAH,BERRIMAH,828,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA37552-V2 - Extension to the grant term. (2-Mar-2020 )', 'GA37552-V1 - Increase of the grant value. (3-Dec-2019 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-19,"728,184.60",1-Jan-19,31-Dec-21,"728,184.60",,,,,,,,,,,,,,,,,,,,,
GA37555,SJT Training Australia,Department of the Prime Minister and Cabinet,25-Jan-19,26-Mar-19,Indigenous Employment and Business,13-Mar-2019 to 30-Jun-2020,"953,166.50",No,No,PMC 18/19 2.1 Jobs Land and Economy,"Jobs, Land and Economy (Aboriginals Benefit Account Special Account)",SJT Training Australia,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-AWNYFEE,No,No,Djarrmul Boambi Homeland Aboriginal Corporation,31 285 461 897,HERBET,HERBET,836,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA37555-V3 - Extension to the grant term and increase of value. (29-Jun-2020 )', 'GA37555-V2 - Extension to the grant term and increase of value. (28-Feb-2020 )', 'GA37555-V1 - Extension to the grant term. (25-Jun-2019 )']",Targeted or Restricted Competitive,,,,,,,13-Mar-19,30-Aug-19,"249,975.00",13-Mar-19,31-Dec-19,"540,666.01",13-Mar-19,30-Jun-20,"953,166.50",,,,,,,,,,,,,,,,,,
GA38985,Housing to Support Community Enterprise and Development,Department of the Prime Minister and Cabinet,2-Jul-18,1-Apr-19,Indigenous Communities,21-Mar-2019 to 31-Dec-2021,"628,100.00",No,No,PMC 18/19 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Housing to Support Community Enterprise and Development,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-AXZN47C,No,No,Gurindji Aboriginal Corporation,52 014 732 063,KALKARINGI,KALKARINGI,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA38985-V2 - Extension to the grant term. (21-Dec-2020 )', 'GA38985-V1 - Extension to the grant term. (6-Oct-2020 )']",Targeted or Restricted Competitive,,,,,,,21-Mar-19,30-Jun-20,"628,100.00",21-Mar-19,31-Dec-21,"628,100.00",,,,,,,,,,,,,,,,,,,,,
GA39553,Bush Medijina 2019 Infrastructure Project,Department of the Prime Minister and Cabinet,4-Dec-18,9-Apr-19,Indigenous Communities,19-Feb-2019 to 30-Sep-2021,"168,506.80",No,No,PMC 18/19 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Bush Medijina 2019 Infrastructure Project,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-ARQRDQL,No,No,Anindilyakwa Services Aboriginal Corporation,17 671 155 857,ALYANGULA,ALYANGULA,885,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA39553-V2 - Extension to the grant term. (15-Jun-2021 )', 'GA39553-V1 - Extension to the grant term. (18-Nov-2019 )']",Targeted or Restricted Competitive,,,,,,,19-Feb-19,30-Apr-21,"168,506.80",19-Feb-19,30-Sep-21,"168,506.80",,,,,,,,,,,,,,,,,,,,,
GA39557,Robinson River Early Childho od Services,Department of the Prime Minister and Cabinet,24-Oct-18,9-Apr-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"593,200.30",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,Robinson River Early Childho od Services,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A5PN41K,No,No,Mungoorbada Aboriginal Corporation,13 837 964 081,ROBINSON RIVER COMMUNITY,ROBINSON RIVER COMMUNITY,854,NT,AUSTRALIA,NT,,AUSTRALIA,GA39557-V1 - Decrease of the grant value. (18-May-2021 ),Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"593,200.30",,,,,,,,,,,,,,,,,,,,,,,,
GA39776,Financial Resilience,Department of Social Services,25-Sep-18,10-Apr-19,Community Development,1-Jan-2019 to 30-Jun-2024,"1,139,167.96",No,No,DSS 18/19 DSS Output 2.1 Families and Communities,Microfinance,Financial Resilience,"Financial Resilience provides financially vulnerable people with access to safe and affordable financial products including no interest loans, low interest loans or other appropriate loans, and matched savings.",4-B2NUQ7R,No,No,Enterprise Learning Projects,47 146 909 757,KATHERINE SOUTH,KATHERINE SOUTH,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA39776-V4 - Change to End Date (12-Apr-2021 )', 'GA39776-V3 - Increase in funding (22-Mar-2021 )', 'GA39776-V2 - Increase in funding (15-Dec-2020 )', 'GA39776-V1 - Change to End Date (29-Jun-2020 )']",Targeted or Restricted Competitive,,,,,,,1-Jan-19,30-Jun-21,"507,678.60",1-Jan-19,30-Jun-21,"514,575.94",1-Jan-19,30-Jun-21,"1,139,167.96",1-Jan-19,30-Jun-24,"1,139,167.96",,,,,,,,,,,,,,,
GA39913,RSAS Groote Eylandt,Department of the Prime Minister and Cabinet,15-Mar-19,15-Apr-19,Indigenous Education,25-Mar-2019 to 31-Dec-2021,"1,868,894.37",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS Groote Eylandt,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-AZO33MM,No,No,Aminjarrinja Enterprises Aboriginal Corporation,36 311 427 825,ALYANGULA,ALYANGULA,885,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA39913-V4 - Decrease of the grant value. (20-Dec-2021 )', 'GA39913-V3 - Increase of the grant value. (4-Nov-2021 )', 'GA39913-V2 - Decrease of the grant value. (27-Oct-2021 )', 'GA39913-V1 - Decrease of the grant value. (25-May-2020 )']",Closed Non-Competitive,,,,,,,25-Mar-19,31-Dec-21,"2,014,385.43",25-Mar-19,31-Dec-21,"2,014,385.38",25-Mar-19,31-Dec-21,"2,014,385.43",25-Mar-19,31-Dec-21,"1,868,894.37",,,,,,,,,,,,,,,
GA40652,RSAS - Ngukurr School,Department of the Prime Minister and Cabinet,5-Dec-18,23-Apr-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"1,159,630.64",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Ngukurr School,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A9UIHR0,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA40652-V4 - Decrease of the grant value. (4-Nov-2021 )', 'GA40652-V3 - Increase of the grant value. (27-Oct-2021 )', 'GA40652-V2 - Decrease of the grant value. (15-Jun-2021 )', 'GA40652-V1 - Decrease of the grant value. (25-May-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"1,444,619.78",1-Jan-19,31-Dec-21,"1,159,630.64",1-Jan-19,31-Dec-21,"1,159,630.66",1-Jan-19,31-Dec-21,"1,159,630.64",,,,,,,,,,,,,,,
GA40653,RSAS - Gunbalanya,Department of the Prime Minister and Cabinet,5-Dec-18,23-Apr-19,Indigenous Education,1-Apr-2019 to 31-Dec-2021,"985,966.97",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Gunbalanya,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A847L9P,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA40653-V3 - Decrease of the grant value. (4-Nov-2021 )', 'GA40653-V2 - Increase of the grant value. (27-Oct-2021 )', 'GA40653-V1 - Decrease of the grant value. (15-Jun-2021 )']",Closed Non-Competitive,,,,,,,1-Apr-19,31-Dec-21,"985,966.97",1-Apr-19,31-Dec-21,"985,966.98",1-Apr-19,31-Dec-21,"985,966.97",,,,,,,,,,,,,,,,,,
GA41272,CDP Business Incubator Pilot,Department of the Prime Minister and Cabinet,15-Feb-19,7-May-19,Indigenous Employment and Business,1-Apr-2019 to 31-Dec-2021,"598,400.00",No,No,PMC 18/19 2.1 Jobs Land and Economy,"Jobs, Land and the Economy",CDP Business Incubator Pilot,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-B2OWFJW,No,No,Kalano Community Association Aboriginal Corporation,94 419 868 391,KATHERINE,KATHERINE,851,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA41272-V2 - Extension to the grant term and increase of value. (8-Nov-2021 )', 'GA41272-V1 - Extension to the grant term. (16-Sep-2020 )']",Closed Non-Competitive,,,,,,,1-Apr-19,30-Sep-21,"550,000.00",1-Apr-19,31-Dec-21,"598,400.00",,,,,,,,,,,,,,,,,,,,,
GA41382,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,8-May-19,Indigenous Health,1-May-2019 to 30-Jun-2021,"689,327.34",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B20FVA4,No,No,Miwatj Health Aboriginal Corporation,96 843 428 729,NHULUNBUY,NHULUNBUY,881,NT,AUSTRALIA,NT,,AUSTRALIA,GA41382-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,1-May-19,30-Jun-21,"689,327.34",,,,,,,,,,,,,,,,,,,,,,,,
GA41395,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,8-May-19,Indigenous Health,1-May-2019 to 30-Jun-2021,"62,265.87",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B1HNAOZ,No,No,Ampilatwatja Health Centre Aboriginal Corp,61 426 053 586,VIA ALICE SPRINGS,VIA ALICE SPRINGS,872,NT,AUSTRALIA,NT,,AUSTRALIA,GA41395-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,1-May-19,30-Jun-21,"62,265.87",,,,,,,,,,,,,,,,,,,,,,,,
GA43774,Nganmarriyanga Store Takeaway Completion,Department of the Prime Minister and Cabinet,4-Dec-18,13-May-19,Indigenous Communities,18-Apr-2019 to 31-Jan-2020,"191,950.00",No,No,PMC 18/19 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Nganmarriyanga Store Takeaway Completion,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-AZZRKW9,No,No,Mutchirr Corporation Limited,59 135 977 614,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA43774-V2 - Reduction to the grant term. (28-Apr-2020 )', 'GA43774-V1 - Extension to the grant term. (4-Mar-2020 )']",Targeted or Restricted Competitive,,,,,,,18-Apr-19,30-Dec-20,"191,950.00",18-Apr-19,31-Jan-20,"191,950.00",,,,,,,,,,,,,,,,,,,,,
GA43776,"RSAS - Barunga, Wugularr, Bulman & Jilkminggan Schools",Department of the Prime Minister and Cabinet,5-Dec-18,13-May-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"2,616,744.92",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,"RSAS - Barunga, Wugularr, Bulman & Jilkminggan Schools","Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A9VVD9F,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA43776-V4 - Increase of the grant value. (8-Nov-2021 )', 'GA43776-V3 - Increase of the grant value. (4-Nov-2021 )', 'GA43776-V2 - Decrease of the grant value. (27-Oct-2021 )', 'GA43776-V1 - Decrease of the grant value. (15-Jun-2021 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"2,385,334.83",1-Jan-19,31-Dec-21,"2,385,334.80",1-Jan-19,31-Dec-21,"2,385,334.83",1-Jan-19,31-Dec-21,"2,616,744.92",,,,,,,,,,,,,,,
GA43777,RSAS - Numbulwar School,Department of the Prime Minister and Cabinet,5-Dec-18,13-May-19,Indigenous Education,1-Jan-2019 to 30-Dec-2021,"773,422.89",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Numbulwar School,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A9VVD5Q,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA43777-V2 - Decrease of the grant value. (15-Jun-2021 )', 'GA43777-V1 - Decrease of the grant value. (25-May-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-19,30-Dec-21,"784,731.31",1-Jan-19,30-Dec-21,"773,422.89",,,,,,,,,,,,,,,,,,,,,
GA43778,RSAS - Borroloola School,Department of the Prime Minister and Cabinet,5-Dec-18,13-May-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"1,055,269.82",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Borroloola School,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A9S09DE,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA43778-V3 - Decrease of the grant value. (4-Nov-2021 )', 'GA43778-V2 - Increase of the grant value. (27-Oct-2021 )', 'GA43778-V1 - Decrease of the grant value. (25-May-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"1,055,269.82",1-Jan-19,31-Dec-21,"1,055,269.83",1-Jan-19,31-Dec-21,"1,055,269.82",,,,,,,,,,,,,,,,,,
GA43779,RSAS - Lajamanu,Department of the Prime Minister and Cabinet,5-Dec-18,13-May-19,Indigenous Education,1-Jan-2019 to 31-Dec-2021,"662,715.77",No,No,PMC 18/19 2.2 Children and Schooling,Children and Schooling,RSAS - Lajamanu,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-A85EUN3,No,No,Northern Territory Department of Education,84 085 734 992,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA43779-V4 - Decrease of the grant value. (4-Nov-2021 )', 'GA43779-V3 - Increase of the grant value. (27-Oct-2021 )', 'GA43779-V2 - Decrease of the grant value. (15-Jun-2021 )', 'GA43779-V1 - Decrease of the grant value. (25-May-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-19,31-Dec-21,"791,350.00",1-Jan-19,31-Dec-21,"662,715.77",1-Jan-19,31-Dec-21,"662,715.78",1-Jan-19,31-Dec-21,"662,715.77",,,,,,,,,,,,,,,
GA44160,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,14-May-2019 to 30-Jun-2021,"506,251.79",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B2ZLV35,No,No,Sunrise Health Service Aboriginal Corporation,26 778 213 582,KATHERINE,KATHERINE,850,NT,AUSTRALIA,NT,,AUSTRALIA,GA44160-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,14-May-19,30-Jun-21,"506,251.79",,,,,,,,,,,,,,,,,,,,,,,,
GA44162,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,14-May-2019 to 30-Jun-2021,"46,034.99",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B2Z7BN5,No,No,Marthakal Homelands and Resource Centre Aboriginal Corporation,17 397 988 374,GALIWINKU,GALIWINKU,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA44162-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,14-May-19,30-Jun-21,"46,034.99",,,,,,,,,,,,,,,,,,,,,,,,
GA44164,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,22-May-2019 to 30-Jun-2021,"50,026.46",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B2X1PDR,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,GA44164-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,22-May-19,30-Jun-21,"50,026.46",,,,,,,,,,,,,,,,,,,,,,,,
GA44166,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,15-May-2019 to 30-Jun-2021,"315,060.25",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B1ZG78B,No,No,Mala'la Health Service Aboriginal Corporation,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA44166-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,15-May-19,30-Jun-21,"315,060.25",,,,,,,,,,,,,,,,,,,,,,,,
GA44167,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,15-May-2019 to 30-Jun-2021,"243,213.74",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B1ZG6YX,No,No,Katherine West Health Board Aboriginal Corporation,23 351 866 925,KATHERINE,KATHERINE,851,NT,AUSTRALIA,NT,,AUSTRALIA,GA44167-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,15-May-19,30-Jun-21,"243,213.74",,,,,,,,,,,,,,,,,,,,,,,,
GA44174,Indigenous Comprehensive Primary Health Care,Department of Health,26-Mar-19,24-May-19,Indigenous Health,20-May-2019 to 30-Jun-2021,"204,363.40",No,No,DoH 18/19 Health Output 2.2 Aboriginal and Torres Strait Islander Health,Primary Health Care Services,Indigenous Comprehensive Primary Health Care,The Program aims to improve the health of all Aboriginal and Torres Strait Islander people through a variety of comprehensive activities focused on local health needs as well as targeted activities addressing geographic and specific disease processes,4-B1WUE0I,No,No,Anyinginyi Health Aboriginal Corporation,97 329 483 372,TENNANT CREEK,TENNANT CREEK,860,NT,AUSTRALIA,NT,,AUSTRALIA,GA44174-V1 - Change to End Date (26-Aug-2020 ),Open Competitive,,,,,,,20-May-19,30-Jun-21,"204,363.40",,,,,,,,,,,,,,,,,,,,,,,,
