,Start Date,End Date,Project Name,Recipient,Value,Project ID,Community ID,Local Government,Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,54,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,8,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,56,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,59,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,771,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,60,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,921,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,922,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,24989,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,935,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,923,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,924,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,65,Macdonnell,Central Land Council
6,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,66,Macdonnell,Central Land Council
7,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,67,Macdonnell,Central Land Council
8,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,870,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,72,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,747,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,14240,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,76,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,77,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,78,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,81,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,83,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,925,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,85,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,88,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,93,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,91,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,856,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,92,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,871,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,94,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,97,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,101,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,102,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,872,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,105,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,106,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,112,Macdonnell,Central Land Council
6,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,790,Macdonnell,Central Land Council
7,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,875,Macdonnell,Central Land Council
8,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,120,Macdonnell,Central Land Council
9,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,764,Macdonnell,Central Land Council
10,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,873,Macdonnell,Central Land Council
11,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,121,Macdonnell,Central Land Council
12,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,765,Macdonnell,Central Land Council
13,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,125,Macdonnell,Central Land Council
14,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,24900,Macdonnell,Central Land Council
15,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,763,Macdonnell,Central Land Council
16,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,770,Macdonnell,Central Land Council
17,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,789,Macdonnell,Central Land Council
18,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,100,Macdonnell,Central Land Council
19,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,878,Macdonnell,Central Land Council
20,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,773,Macdonnell,Central Land Council
21,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,854,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,131,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,926,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,859,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,927,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,133,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,136,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,140,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,141,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,940,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,874,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,5,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,144,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,861,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,24898,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,145,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,948,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,18,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,767,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,62,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,148,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,149,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,880,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,762,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,152,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,153,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,154,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,928,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,155,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,30,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,785,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,929,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,930,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,931,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,933,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,934,Macdonnell,Central Land Council
6,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,159,Macdonnell,Central Land Council
7,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,160,Macdonnell,Central Land Council
8,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,760,Macdonnell,Central Land Council
9,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,705,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,162,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,772,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,711,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,166,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,985,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,24992,Macdonnell,Central Land Council
6,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,24,Macdonnell,Central Land Council
7,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,720,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,174,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,748,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,176,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,119,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,177,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,178,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,179,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,180,Macdonnell,Central Land Council
4,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,877,Macdonnell,Central Land Council
5,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,183,Macdonnell,Central Land Council
6,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,708,Macdonnell,Central Land Council
7,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,185,Macdonnell,Central Land Council
8,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,786,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,751,Macdonnell,Central Land Council
1,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,984,Macdonnell,Central Land Council
2,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,194,Macdonnell,Central Land Council
3,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,863,Macdonnell,Central Land Council
0,1/07/2018,30/06/2021,MACSAFE COMMUNITY SAFETY PROGRAMME,MACDONNELL REGIONAL COUNCIL,"9,739,462.00",GA22603-V1,196,Macdonnell,Central Land Council
1,1/07/2018,30/06/2020,SOCIAL AND EMOTIONAL WELLBEING,ANYINGINYI HEALTH ABORIGINAL CORPORATION,"762,768.60",GA22605-V1,18869,Barkly,Central Land Council
0,1/07/2018,30/06/2020,ALCOHOL AND OTHER DRUGS,ANYINGINYI HEALTH ABORIGINAL CORPORATION,"1,224,469.40",GA22609-V1,18869,Barkly,Central Land Council
1,2/10/2018,30/06/2021,LIVING AND BREATHING KUNGUKARAN,BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION,"100,000.00",GA22941-V1,10677,Coomalie,Northern Land Council
2,3/10/2018,30/06/2021,MOBILE SOFTWARE FOR ORAL LANGUAGE LEARNING IN ARNHEM LAND,WARDDEKEN LAND MANAGEMENT LIMITED,"148,812.40",GA22947-V1,1007,West Arnhem,Northern Land Council
3,1/07/2018,30/06/2021,NJANJMA RANGERS,NJANJMA ABORIGINAL CORPORATION,"1,785,171.26",GA23147-V1,329,West Arnhem,Northern Land Council
0,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,1012,Tiwi Islands,Tiwi Land Council
1,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,374,Tiwi Islands,Tiwi Land Council
0,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,407,Tiwi Islands,Tiwi Land Council
1,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,744,Tiwi Islands,Tiwi Land Council
2,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,411,Tiwi Islands,Tiwi Land Council
3,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,1020,Tiwi Islands,Tiwi Land Council
4,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,1013,Tiwi Islands,Tiwi Land Council
0,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,424,Tiwi Islands,Tiwi Land Council
1,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,868,Tiwi Islands,Tiwi Land Council
2,1/07/2018,30/06/2021,TIWI LAND RANGERS AND TIWI MARINE RANGERS SUPPORT 2021,TIWI LAND COUNCIL,"2,520,272.74",GA23154-V1,400,Tiwi Islands,Tiwi Land Council
3,1/07/2018,30/06/2020,NORTHERN TERRITORY JOBS PACKAGE,VICTORIA DALY REGIONAL COUNCIL,"1,450,134.78",GA23183-V1,14071,Katherine,Northern Land Council
4,1/07/2018,30/06/2020,NORTHERN TERRITORY JOBS PACKAGE,JULALIKARI COUNCIL ABORIGINAL CORP,"617,476.75",GA23184-V1,18869,Barkly,Central Land Council
5,1/07/2018,30/06/2020,NORTHERN TERRITORY JOBS PACKAGE,MALA'LA HEALTH SERVICE ABORIGINAL CORPORATION,"1,286,409.89",GA23185-V1,362,West Arnhem,Northern Land Council
6,1/07/2018,30/06/2020,NORTHERN TERRITORY JOBS PACKAGE,MABUNJI ABORIGINAL RESOURCE INDIGENOUS CORPORATION,"411,651.16",GA23186-V1,11092,Roper Gulf,Northern Land Council
0,1/07/2018,30/06/2020,NORTHERN TERRITORY JOBS PACKAGE,MAMPU MANINJA KURLANGA JARLA PATU KUABORIGINAL CORPORATION,"154,011.50",GA23539-V1,198,Central Desert,Central Land Council
1,17/10/2018,30/06/2021,DIGITAL SPACE FOR WARLPIRI SONGS,UNIVERSITY OF SYDNEY,"218,253.20",GA24543-V1,606,Katherine,Northern Land Council
2,8/10/2018,1/04/2021,PURCHASE AND LEASING OF PLANT AND EQUIPMENT,BANUBANU PTY. LTD.,"681,700.32",GA24990-V1,16222,Un-Incorporated (nhulunbuy),Northern Land Council
3,11/07/2018,30/06/2023,MARTHAKAL IPA PROJECT,MARTHAKAL HOMELANDS AND RESOURCE CENTRE ABORIGINAL CORPORATION,"1,597,844.42",GA25119-V3,492,East Arnhem,Northern Land Council
