,COMMUNITY_ID,COMMUNITY_NAME,COMMUNITY_ALIASES,COMMUNITY_TYPE,MAIN_LANGUAGE,OTHER_LANGUAGES,LOCAL_GOVT COUNCIL,WARD,LAND_COUNCIL,ELECTORATE,POPULATION_COUNT,COMMUNITY_LOCATION,"Community based Essential Service Operators
•",Aboriginal Ranger Groups,Previous SETuP Community,Latitude,Longitude,EntityId,ABN,ORIC,Entity Name,Charity,OrganisationId,Operating As,Organisation Email,Organisation Website,Also Known As,OfficeId,Phone,Fax,Business Email,Business Website,FormattedStreetAddress
327,593,JILKMINGGAN,"DJEMBERE,DJILKMINGGAN,DUCK CREEK,JILKMINGGAL",Minor,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,354,Jilkminggan is located south east of Katherine near Elsey National Park on the Mangarrayi Aboriginal Land Trust.,,,N,-14.953,133.3,831.0,26 778 213 582,4170,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,Y,831.0,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,general@sunrise.org.au ,https://www.sunrise.org.au,JILKMINGGAN HEALTH CENTRE,5885.0,(08) 8975 4741,,general@sunrise.org.au,https://www.sunrise.org.au,"Lot 18, Jilkminggan NT ----"
328,595,MANYALLALUK,EVA VALLEY,Minor,Eastside Kriol,Not recorded,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,108,"Manyallaluk is located north east of Katherine on the Manyallaluk Aboriginal Land Trust, just east of the Nitmiluk National Park boundary.",,,N,-14.266,132.828,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,MANYALLALUK SCHOOL,5899.0,(08) 8975 4438,(08) 8975 4563,admin.manyasch@ntschools.net,https://directory.ntschools.net/#/schools/details/manyasch,"Lot 33, Eva Valley NT ----"
329,595,MANYALLALUK,EVA VALLEY,Minor,Eastside Kriol,Not recorded,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,108,"Manyallaluk is located north east of Katherine on the Manyallaluk Aboriginal Land Trust, just east of the Nitmiluk National Park boundary.",,,N,-14.266,132.828,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,,5893.0,(08) 8975 4055,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 35, Eva Valley NT ----"
330,595,MANYALLALUK,EVA VALLEY,Minor,Eastside Kriol,Not recorded,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,108,"Manyallaluk is located north east of Katherine on the Manyallaluk Aboriginal Land Trust, just east of the Nitmiluk National Park boundary.",,,N,-14.266,132.828,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,MANYALLALUK FAMILY CENTRE,5897.0,(08) 8975 4055,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 28, Eva Valley NT ----"
331,595,MANYALLALUK,EVA VALLEY,Minor,Eastside Kriol,Not recorded,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,108,"Manyallaluk is located north east of Katherine on the Manyallaluk Aboriginal Land Trust, just east of the Nitmiluk National Park boundary.",,,N,-14.266,132.828,831.0,26 778 213 582,4170,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,Y,831.0,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,general@sunrise.org.au ,https://www.sunrise.org.au,MANYALLALUK HEALTH CENTRE,5898.0,(08) 8975 4864,,general@sunrise.org.au,https://www.sunrise.org.au,"Lot 21, Eva Valley NT ----"
332,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,1705.0,70 139 074 876,3358,ALAWA ABORIGINAL CORPORATION,Y,1705.0,ALAWA ABORIGINAL CORPORATION,alawa@bigpond.com,,,5794.0,(08)89759797,,ceo@alawa.org.au,https://www.alawa.org.au,"LOT 69, Minyerri NT ----"
333,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,1705.0,70 139 074 876,3358,ALAWA ABORIGINAL CORPORATION,Y,1705.0,ALAWA ABORIGINAL CORPORATION,alawa@bigpond.com,,WOMENS RESOURCE CENTRE,5797.0,(08) 8975 9797,,alawa@bigpond.com,,"Lot 44, Minyerri NT ----"
334,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,1705.0,70 139 074 876,3358,ALAWA ABORIGINAL CORPORATION,Y,1705.0,ALAWA ABORIGINAL CORPORATION,alawa@bigpond.com,,MINYERRI ARTS CENTRE,5798.0,0406 351 508,,laura@elp.org.au,,"Lot 44a, Minyerri NT ----"
335,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,1705.0,70 139 074 876,3358,ALAWA ABORIGINAL CORPORATION,Y,1705.0,ALAWA ABORIGINAL CORPORATION,alawa@bigpond.com,,MINYERRI CENTRELINK AGENT,5813.0,1800 136 380,,,,"Lot 69a, Minyerri NT ----"
336,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NIAA,7468.0,(08) 7978 2000,,Reginald.Walker@official.niaa.gov.au,https://www.niaa.gov.au/,"LOT 92, Minyerri NT ----"
337,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2024.0,"NORTHERN TERRITORY POLICE, FIRE AND EMERGENCY SERVICES",police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,MINYERRI POLICE STATION,5803.0,(08) 8975 4365,,police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,"Lot 93, Minyerri NT ----"
338,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,MINYERRI SCHOOL,5804.0,(08) 8975 9972,(08) 8975 9893,jess.robinson@ntschools.net,https://directory.ntschools.net/#/schools/details/minyesch,"Lot 80, Minyerri NT ----"
339,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,4038.0,28 106 483 738,,QUINN TRADING PTY LTD,N,16307.0,HODGSON DOWNS STORE,,,,8268.0,(08) 8975 4744,,,,"Lot 61, Minyerri NT ----"
340,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,831.0,26 778 213 582,4170,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,Y,831.0,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,general@sunrise.org.au ,https://www.sunrise.org.au,MINYERRI HEALTH CENTRE,5805.0,(08) 8975 9959,,general@sunrise.org.au ,https://www.sunrise.org.au,"Lot 129, Minyerri NT ----"
341,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,1978.0,83 035 175 830,,THE SYNOD OF THE DIOCESE OF THE NORTHERN TERRITORY INCORPORATED,Y,1978.0,THE SYNOD OF THE DIOCESE OF THE NORTHERN TERRITORY INCORPORATED,admin@ntanglican.org.au,http://www.ntanglican.org.au,ST. BARNABAS' ANGLICAN CHURCH,6027.0,(08) 8941 7440,,admin@ntanglican.org.au,http://www.ntanglican.org.au,"Lot 15, Minyerri NT ----"
342,624,MINYERRI,"HODGSON DOWNS,MINIYERI,MINIYERRE,MINIYERRI,MINYERE,MINYERI,MINYERRE",Major,Eastside Kriol,Not recorded,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,726,Minyerri is located south east of Katherine on the Alawa 1 Aboriginal Land Trust just west of the Hodgson River.,,,Y,-15.222,134.082,2415.0,67 465 679 910,,WARLIBURRU STORE ABORIGINAL CORPORATION,Y,6179.0,WARLIBURRU STORE ABORIGINAL CORPORATION,,,MINYERRI COMMUNITY STORE,5806.0,(08) 8977 4233,,,,"Lot 64, Minyerri NT ----"
343,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2459.0,15 911 419 026,,"FRANCIS, JASON",N,6231.0,SOOTIN UP DIESEL,ason@sootinup.com.au,,,5864.0,0418 467 477,,ason@sootinup.com.au,,"Lot 478, Ngukurr NT 0852"
344,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,3833.0,56 630 011 451,,MYCDP NGUKURR NUMBULWAR PTY LTD,N,11163.0,MYCDP NGUKURR NUMBULWAR PTY LTD,,,,7966.0,(08) 7969 7104,,v.haig@mycdp.co,,"LOT 49 MUTJU STREET, NGUKURR NT 0852, Ngukurr NT 0852"
345,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NIAA,7472.0,(08) 7978 2000,,Reginald.Walker@official.niaa.gov.au,https://www.niaa.gov.au,"LOT 409, Ngukurr NT 0852"
346,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NGUKURR SAFE HOUSE,7473.0,(08) 8975 4434,,ammeretta.wesan@network.pmc.gov.au,https://www.niaa.gov.au,"Lot 424, Ngukurr NT 0852"
347,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2254.0,98 030 432 640,7091,NGUKURR ART ABORIGINAL CORPORATION,Y,2278.0,NGUKURR ART ABORIGINAL CORPORATION,,,,5857.0,(08) 8975 4260,,ngukurrart@gmail.com.au,,"Lot 296, Ngukurr NT 0852"
348,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2460.0,87 055 733 902,7515,NGUKURR LANGUAGE CENTRE ABORIGINAL CORPORATION,Y,6232.0,NGUKURR LANGUAGE CENTRE ABORIGINAL CORPORATION,,,,5868.0,(08) 8977 4225,,contact@ngukurrlc.org.au,,"Lot 399, Ngukurr NT 0852"
349,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2461.0,84 815 966 975,,NGUKURR PROGRESS TRUST,N,6234.0,NGUKURR GENERAL STORE,,,NGUKURR GENERAL STORE,8571.0,(08) 8975 4626,,info@outbackstores.com.au,https://outbackstores.com.au/,"LOT 345 BALAMURRA STREET, Ngukurr NT 0852"
350,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,1411.0,56 327 515 336,,NORTHERN LAND COUNCIL,Y,1411.0,NORTHERN LAND COUNCIL,reception@nlc.org.au,https://www.nlc.org.au,NORTHERN LAND COUNCIL,5860.0,(08) 8977 2500,,reception@nlc.org.au,https://www.nlc.org.au,"Lot 382, Ngukurr NT 0852"
351,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2024.0,"NORTHERN TERRITORY POLICE, FIRE AND EMERGENCY SERVICES",police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,NGUKURR POLICE STATION,5849.0,(08) 8975 4644,,police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,"Lot 260 Jumunbuk St, Ngukurr NT 0852"
352,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,NGUKURR SCHOOL,5851.0,(08) 8975 4680,(08) 8975 4681,ngukurr.cec@ntschools.net,https://directory.ntschools.net/#/schools/details/ngukucec,"Lot 321, Ngukurr NT 0852"
353,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,GULUMAN CHILD AND FAMILY CENTRE,8594.0,(08) 8975 4680,(08) 8975 4681,ngukurr.cec@ntschools.net,https://directory.ntschools.net/#/schools/details/ngukucec,"LOT 437, Ngukurr NT 0852"
354,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,,5844.0,(08) 8977 4600,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 293, Ngukurr NT 0852"
355,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,NGUKURR AGED CARE & SPORTS HALL,5846.0,(08) 8977 4600,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 439, Ngukurr NT 0852"
356,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,,5847.0,(08) 8977 4600,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 394, Ngukurr NT 0852"
357,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,ROPER GULF ACCOMMODATION,5955.0,(08) 8972 0400,,accommodation@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au/accommodation/,"LOT 297, Ngukurr NT 0852"
358,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,,5956.0,(08) 8977 4600,,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"Lot 381, Ngukurr NT 0852"
359,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,831.0,26 778 213 582,4170,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,Y,831.0,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,general@sunrise.org.au ,https://www.sunrise.org.au,NGUKURR HEALTH CENTRE,5856.0,(08) 8975 4688,,ngukurrhc@sunrise.org.au,https://www.sunrise.org.au,"Lot 316, Ngukurr NT 0852"
360,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,1978.0,83 035 175 830,,THE SYNOD OF THE DIOCESE OF THE NORTHERN TERRITORY INCORPORATED,Y,1978.0,THE SYNOD OF THE DIOCESE OF THE NORTHERN TERRITORY INCORPORATED,admin@ntanglican.org.au,http://www.ntanglican.org.au,ST. MATTHEW'S ANGLICAN CHURCH,6755.0,,,candarngukurr@gmail.com,http://www.ntanglican.org.au,", Ngukurr NT 0852"
361,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,1284.0,50 087 650 922,,TRADITIONAL CREDIT UNION LIMITED,N,1284.0,TRADITIONAL CREDIT UNION LIMITED,info@tcu.com.au,https://tcu.com.au,TRADITIONAL CREDIT UNION,5862.0,(08) 8975 4394,(08) 8975 4424,info@tcu.com.au,https://tcu.com.au,"Lot 293, Ngukurr NT 0852"
362,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,1101.0,40 710 772 364,7046,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,Y,1101.0,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,,https://yugulmangi.com.au/,DARLALA MOTEL,5855.0,0439 253 180,,manager@darlalamotel.com.au,https://darlalamotel.com.au/,"LOT 449, Ngukurr NT 0852"
363,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,1101.0,40 710 772 364,7046,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,Y,1101.0,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,,https://yugulmangi.com.au/,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,5865.0,0436 640 016,,ceo@yugulmangi.com.au,https://yugulmangi.com.au/,"Lot 299, Ngukurr NT 0852"
364,633,NGUKURR,ROPER RIVER,Major,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,1350,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.,,,Y,-14.732,134.732,2462.0,43 519 597 533,,YUGUL MANGI LAND AND SEA MANAGEMENT ABORIGINAL CORPORATION,N,6235.0,YUGUL MANGI LAND AND SEA MANAGEMENT ABORIGINAL CORPORATION,,,YUGUL MANGI RANGERS,5873.0,(08) 8977 2500,,reception@nlc.org.au,,"Lot 298, Ngukurr NT 0852"
365,641,RITTARANGU,"URAPUNGA,YUGUL MANGI",Minor,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,160,Rittarangu is located east of Katherine on the Urapunga Aboriginal Land Trust between the Wilton and Roper River.,,,N,-14.71,134.565,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NIAA,8693.0,(08) 7978 2000,,Reginald.Walker@official.niaa.gov.au,https://www.niaa.gov.au/,"VISITING PRESENCE, Rittarangu NT ----"
366,641,RITTARANGU,"URAPUNGA,YUGUL MANGI",Minor,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,160,Rittarangu is located east of Katherine on the Urapunga Aboriginal Land Trust between the Wilton and Roper River.,,,N,-14.71,134.565,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,RITTARANGU SCHOOL,5788.0,(08) 8975 4645,(08) 8975 4998,admin.urapunga@ntchools.net,https://directory.ntschools.net/#/schools/details/urapusch,"LOT 21, Rittarangu NT ----"
367,641,RITTARANGU,"URAPUNGA,YUGUL MANGI",Minor,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,160,Rittarangu is located east of Katherine on the Urapunga Aboriginal Land Trust between the Wilton and Roper River.,,,N,-14.71,134.565,2194.0,94 746 956 090,,ROPER GULF REGIONAL COUNCIL,N,2218.0,ROPER GULF REGIONAL COUNCIL,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,,7933.0,(08) 8972 9000,(08) 8944 7020,info@ropergulf.nt.gov.au,http://ropergulf.nt.gov.au,"LOT 9, Rittarangu NT ----"
368,641,RITTARANGU,"URAPUNGA,YUGUL MANGI",Minor,Eastside Kriol,Not recorded,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,160,Rittarangu is located east of Katherine on the Urapunga Aboriginal Land Trust between the Wilton and Roper River.,,,N,-14.71,134.565,831.0,26 778 213 582,4170,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,Y,831.0,SUNRISE HEALTH SERVICE ABORIGINAL CORPORATION,general@sunrise.org.au ,https://www.sunrise.org.au,RITTARANGU HEALTH CENTRE,5793.0,(08) 8975 4345,,phc@sunrise.org.au,https://www.sunrise.org.au/,"LOT 20, Rittarangu NT ----"
